customer_id,Recency,Frequency,Monetary,total_quantity,avg_price,avg_rating,total_reviews,unique_categories,avg_order_value,max_single_spend,purchase_days,weekend_purchases,engagement_score,loyalty_index,cluster,dbscan_cluster,segment_name
1315,26,2,616.29,3,181.745,3.8499999999999996,7366,2,308.145,505.6,2,1,34.28334850972883,0.07407407407407407,0,-1,High-Value Customers
1317,546,1,233.84,1,233.84,2.1,3829,1,233.84,233.84,1,0,17.32630217256685,0.0018281535648994515,1,0,Occasional Buyers
1320,337,1,541.83,3,180.61,2.6,4323,1,541.83,541.83,1,0,21.767034064773657,0.0029585798816568047,1,0,Occasional Buyers
1322,365,2,978.8000000000001,4,244.70000000000002,1.7,6364,2,489.40000000000003,932.44,2,0,14.88956816868556,0.00546448087431694,1,1,Occasional Buyers
1324,232,1,977.16,4,244.29,1.4,2562,1,977.16,977.16,1,0,10.9885072169097,0.004291845493562232,1,0,Occasional Buyers
1325,493,1,866.44,4,216.61,3.5,3260,1,866.44,866.44,1,1,28.314262115262615,0.0020242914979757085,1,2,Occasional Buyers
1326,99,1,1111.83,3,370.61,2.3,4287,1,1111.83,1111.83,1,0,19.236224116326465,0.01,1,0,Occasional Buyers
1329,38,1,400.95000000000005,3,133.65,2.4,69,1,400.95000000000005,400.95000000000005,1,1,10.196388580918462,0.02564102564102564,1,4,Occasional Buyers
1330,562,2,1066.19,5,228.735,2.4,6617,2,533.095,612.44,2,0,21.11411637235574,0.003552397868561279,1,-1,Occasional Buyers
1335,229,1,146.46,1,146.46,1.3,1926,1,146.46,146.46,1,0,9.832835568938677,0.004347826086956522,1,0,Occasional Buyers
1337,433,3,2107.44,7,268.7133333333333,3.5,4807,2,702.48,1613.72,3,0,29.673127666752652,0.0069124423963133645,0,-1,High-Value Customers
1338,106,1,991.17,3,330.39,3.3,3122,1,991.17,991.17,1,0,26.55361287903416,0.009345794392523364,1,0,Occasional Buyers
1339,565,2,437.13,2,218.565,2.8,4208,1,218.565,284.84,2,1,23.365945032557597,0.0035335689045936395,1,-1,Occasional Buyers
1340,248,1,624.46,2,312.23,1.0,3918,1,624.46,624.46,1,1,8.273591798199632,0.004016064257028112,1,4,Occasional Buyers
1341,102,3,1625.4299999999998,7,264.99333333333334,2.733333333333333,11026,2,541.81,699.48,3,2,25.44214571200705,0.02912621359223301,0,-1,High-Value Customers
1343,631,2,620.3199999999999,5,259.19,2.75,3415,2,310.15999999999997,484.4,2,0,22.374620275998264,0.0031645569620253164,1,1,Occasional Buyers
1345,288,4,2072.73,13,167.10250000000002,2.55,10019,3,518.1825,820.23,4,2,23.491462855329083,0.01384083044982699,0,-1,High-Value Customers
1347,30,3,1145.9,5,230.9,2.1,8002,2,381.9666666666667,679.8,3,1,18.8739006757708,0.0967741935483871,0,-1,High-Value Customers
1348,382,2,747.72,5,97.68,1.95,1090,2,373.86,736.48,2,1,13.639957472374487,0.005221932114882507,1,-1,Occasional Buyers
1349,303,1,691.52,2,345.76,2.6,1407,1,691.52,691.52,1,0,18.849806395466768,0.003289473684210526,1,0,Occasional Buyers
1353,329,1,437.48,1,437.48,4.8,228,1,437.48,437.48,1,0,26.081865617060352,0.0030303030303030303,1,-1,Occasional Buyers
1356,244,1,470.96,4,117.74,4.9,703,1,470.96,470.96,1,0,32.12821394517441,0.004081632653061225,1,0,Occasional Buyers
1357,35,1,475.28,2,237.64,5.0,800,1,475.28,475.28,1,0,33.4293047353418,0.027777777777777776,1,0,Occasional Buyers
1358,550,1,979.68,4,244.92,1.5,2580,1,979.68,979.68,1,1,11.78389829957792,0.0018148820326678765,1,-1,Occasional Buyers
1360,76,1,1550.4,4,387.6,3.5,3806,1,1550.4,1550.4,1,0,28.85608864733874,0.012987012987012988,1,0,Occasional Buyers
1364,104,2,861.61,5,187.455,2.5,2820,1,430.805,526.24,2,0,19.86211677750499,0.01904761904761905,1,-1,Occasional Buyers
1366,145,2,1812.03,6,302.005,3.1,5596,2,906.015,1038.0,2,1,26.752956658563217,0.0136986301369863,0,3,High-Value Customers
1368,69,2,1057.23,3,301.855,2.45,3240,2,528.615,907.04,2,0,19.804911147696792,0.02857142857142857,1,1,Occasional Buyers
1369,297,1,70.4,4,17.6,4.3,3605,1,70.4,70.4,1,1,35.218523936182024,0.003355704697986577,1,2,Occasional Buyers
1372,32,4,1512.3300000000002,10,205.5475,3.0,10128,2,378.08250000000004,582.1800000000001,4,1,27.66947362706039,0.12121212121212122,0,-1,High-Value Customers
1373,540,1,1576.84,4,394.21,3.9,3402,1,1576.84,1576.84,1,0,31.71640943055353,0.0018484288354898336,1,-1,Occasional Buyers
1374,413,1,123.56,1,123.56,3.3,463,1,123.56,123.56,1,0,20.26161902234664,0.0024154589371980675,1,0,Occasional Buyers
1375,188,1,826.92,4,206.73,3.3,4263,1,826.92,826.92,1,0,27.581277787290748,0.005291005291005291,1,0,Occasional Buyers
1376,556,1,61.81,1,61.81,2.4,1073,1,61.81,61.81,1,1,16.749948660165145,0.0017953321364452424,1,5,Occasional Buyers
1378,622,1,301.12,1,301.12,3.7,2528,1,301.12,301.12,1,0,28.991643212678873,0.0016051364365971107,1,0,Occasional Buyers
1379,220,2,2497.14,6,385.16499999999996,2.45,3844,2,1248.57,1912.96,2,1,20.223595760752378,0.00904977375565611,0,-1,High-Value Customers
1383,148,1,31.89,1,31.89,2.7,3228,1,31.89,31.89,1,0,21.815804981047343,0.006711409395973154,1,0,Occasional Buyers
1384,517,2,1691.8000000000002,6,277.495,1.75,4667,2,845.9000000000001,1163.64,2,1,14.78485048846128,0.003861003861003861,0,3,High-Value Customers
1385,356,3,2051.85,6,296.8,3.766666666666667,3198,2,683.9499999999999,1548.6,3,1,30.39923566714319,0.008403361344537815,0,-1,High-Value Customers
1386,74,2,342.40000000000003,8,42.800000000000004,2.2,3619,1,171.20000000000002,268.6,2,2,18.0273044706036,0.02666666666666667,1,-1,Occasional Buyers
1387,665,2,470.36,2,235.18,3.05,6944,2,235.18,364.36,2,1,26.979620628324753,0.003003003003003003,1,-1,Occasional Buyers
1389,9,2,1717.08,4,429.27,3.15,1023,2,858.54,981.34,2,0,21.834136187638276,0.2,0,-1,High-Value Customers
1391,421,2,654.51,4,159.79500000000002,2.55,3795,2,327.255,502.38,2,0,21.016343057311033,0.004739336492890996,1,1,Occasional Buyers
1392,112,4,3171.34,11,248.35500000000002,2.725,10374,3,792.835,1535.72,4,1,25.1984955903945,0.035398230088495575,0,-1,High-Value Customers
1393,183,1,1422.33,3,474.11,3.2,924,1,1422.33,1422.33,1,0,21.85533996003976,0.005434782608695652,1,0,Occasional Buyers
1395,142,2,1664.3700000000001,4,411.71500000000003,2.8499999999999996,7968,1,832.1850000000001,1261.41,2,0,25.60244573618358,0.013986013986013986,0,-1,High-Value Customers
1396,159,2,443.8,3,201.635,1.7,4938,2,221.9,362.74,2,0,14.45836087291906,0.0125,1,1,Occasional Buyers
1397,130,3,556.69,7,117.57666666666667,3.2000000000000006,10743,2,185.56333333333336,250.75,3,1,29.70272876224984,0.022900763358778626,0,-1,High-Value Customers
1399,334,1,340.94,1,340.94,4.9,4897,1,340.94,340.94,1,0,41.633252963809355,0.0029850746268656717,1,-1,Occasional Buyers
1400,418,2,125.02,2,62.51,3.7,9279,1,62.51,96.19,2,0,33.80178225538691,0.00477326968973747,1,-1,Occasional Buyers
1401,50,2,1169.03,3,387.68,3.65,5123,2,584.515,787.34,2,0,31.17717092001068,0.0392156862745098,0,1,High-Value Customers
1402,487,2,1372.42,4,343.105,2.2,8156,2,686.21,734.18,2,1,19.81458981326128,0.004098360655737705,0,-1,High-Value Customers
1403,451,1,872.5,2,436.25,4.7,3432,1,872.5,872.5,1,1,38.26359202925115,0.0022123893805309734,1,-1,Occasional Buyers
1406,582,2,678.4300000000001,4,242.895,2.8499999999999996,1732,1,339.21500000000003,389.47,2,1,21.254186475689473,0.003430531732418525,1,-1,Occasional Buyers
1407,33,2,1189.3,5,208.495,2.5999999999999996,8073,2,594.65,1065.96,2,0,23.3906511836735,0.058823529411764705,0,1,High-Value Customers
1408,68,1,1163.1299999999999,3,387.71,1.4,18,1,1163.1299999999999,1163.1299999999999,1,0,4.122214570833016,0.014492753623188406,1,0,Occasional Buyers
1410,548,1,425.74,1,425.74,1.6,3248,1,425.74,425.74,1,0,12.937764057070561,0.0018214936247723133,1,-1,Occasional Buyers
1412,188,1,86.88,2,43.44,2.3,1117,1,86.88,86.88,1,0,16.1443823035446,0.005291005291005291,1,0,Occasional Buyers
1413,712,1,599.8,4,149.95,3.7,904,1,599.8,599.8,1,0,25.189359291689726,0.001402524544179523,1,0,Occasional Buyers
1414,46,3,1245.79,5,197.04999999999998,3.533333333333333,7231,2,415.2633333333333,981.96,3,2,31.39815718732111,0.06382978723404255,0,-1,High-Value Customers
1415,511,1,485.40000000000003,3,161.8,1.7,2598,1,485.40000000000003,485.40000000000003,1,0,13.366899458890533,0.001953125,1,0,Occasional Buyers
1416,212,1,772.98,3,257.66,1.8,3565,1,772.98,772.98,1,0,14.722559637161556,0.004694835680751174,1,0,Occasional Buyers
1417,196,1,743.08,2,371.54,4.9,2276,1,743.08,743.08,1,0,37.880008923712325,0.005076142131979695,1,0,Occasional Buyers
1418,624,1,195.44,4,48.86,2.8,4563,1,195.44,195.44,1,0,23.5926731907495,0.0016,1,0,Occasional Buyers
1419,187,2,905.16,4,219.7,4.6,6656,2,452.58,698.64,2,1,40.49575137336323,0.010638297872340425,0,3,High-Value Customers
1421,106,2,872.72,5,271.45,4.25,8011,2,436.36,439.76,2,0,38.20195671133926,0.018691588785046728,0,-1,High-Value Customers
1426,216,1,424.25,1,424.25,3.7,3598,1,424.25,424.25,1,0,30.297121839892416,0.004608294930875576,1,0,Occasional Buyers
1427,673,1,1145.28,3,381.76,2.0,889,1,1145.28,1145.28,1,0,13.582442925452371,0.001483679525222552,1,0,Occasional Buyers
1431,249,1,1147.36,4,286.84,3.3,4486,1,1147.36,1147.36,1,1,27.749500699720745,0.004,1,-1,Occasional Buyers
1434,261,1,266.74,2,133.37,3.6,2706,1,266.74,266.74,1,0,28.452946642611483,0.003816793893129771,1,0,Occasional Buyers
1435,730,1,1553.8,4,388.45,2.4,1301,1,1553.8,1553.8,1,0,17.211976374644433,0.0013679890560875513,1,0,Occasional Buyers
1437,407,1,1249.59,3,416.53,2.6,2212,1,1249.59,1249.59,1,0,20.02547128413273,0.0024509803921568627,1,0,Occasional Buyers
1438,508,1,426.21,3,142.07,4.7,2040,1,426.21,426.21,1,1,35.819617265206276,0.0019646365422396855,1,2,Occasional Buyers
1440,51,1,1886.6,4,471.65,1.1,751,1,1886.6,1886.6,1,0,7.285009956344824,0.019230769230769232,1,-1,Occasional Buyers
1441,234,2,1116.73,5,259.52,3.25,1793,2,558.365,880.78,2,1,24.34965988851091,0.00851063829787234,0,3,High-Value Customers
1443,313,1,141.31,1,141.31,2.7,2964,1,141.31,141.31,1,0,21.58550724086593,0.0031847133757961785,1,0,Occasional Buyers
1444,93,2,312.25,2,156.125,3.55,8201,2,156.125,278.49,2,0,31.99307323612961,0.02127659574468085,1,-1,Occasional Buyers
1446,268,1,520.47,3,173.49,1.6,534,1,520.47,520.47,1,0,10.051626795033611,0.0037174721189591076,1,0,Occasional Buyers
1449,4,1,1962.72,4,490.68,2.7,4620,1,1962.72,1962.72,1,1,22.78358930934972,0.2,0,-1,High-Value Customers
1450,85,1,209.75,1,209.75,3.3,3597,1,209.75,209.75,1,0,27.020840267884576,0.011627906976744186,1,0,Occasional Buyers
1452,253,3,1764.76,8,203.45666666666668,2.4,7087,3,588.2533333333333,880.52,3,1,21.278780381483802,0.011811023622047244,0,-1,High-Value Customers
1454,151,2,570.8199999999999,2,285.40999999999997,1.2000000000000002,5030,2,285.40999999999997,319.96,2,1,10.228048860589583,0.013157894736842105,1,-1,Occasional Buyers
1455,79,3,2495.0699999999997,7,333.6033333333333,2.1666666666666665,6157,2,831.6899999999999,1361.52,3,1,18.905265878382963,0.0375,0,-1,High-Value Customers
1456,182,1,1433.34,3,477.78,1.1,585,1,1433.34,1433.34,1,0,7.010651768534714,0.00546448087431694,1,0,Occasional Buyers
1458,721,1,771.54,2,385.77,1.0,1735,1,771.54,771.54,1,0,7.459338895220296,0.0013850415512465374,1,-1,Occasional Buyers
1459,416,2,572.28,5,183.52499999999998,3.75,4575,2,286.14,298.64,2,1,31.607176998973628,0.004796163069544364,1,3,Occasional Buyers
1460,15,2,2547.48,6,438.065,2.85,6289,1,1273.74,1590.44,2,0,24.928141596629285,0.125,0,-1,High-Value Customers
1461,602,2,615.54,5,162.09,2.8499999999999996,4968,2,307.77,388.48,2,0,24.25627559106661,0.003316749585406302,1,1,Occasional Buyers
1463,492,1,255.93,3,85.31,4.0,4712,1,255.93,255.93,1,0,33.83231970769492,0.002028397565922921,1,0,Occasional Buyers
1466,723,1,182.68,4,45.67,1.9,2646,1,182.68,182.68,1,0,14.974246184231493,0.0013812154696132596,1,0,Occasional Buyers
1468,139,1,323.1,2,161.55,3.4,3192,1,323.1,323.1,1,0,27.433635055230255,0.007142857142857143,1,0,Occasional Buyers
1469,413,1,176.36,4,44.09,4.0,1754,1,176.36,176.36,1,0,29.880896543599864,0.0024154589371980675,1,0,Occasional Buyers
1470,41,2,2265.7799999999997,6,363.19,3.0,3888,2,1132.8899999999999,1626.04,2,1,24.79772200246724,0.047619047619047616,0,-1,High-Value Customers
1471,538,2,970.19,5,220.91500000000002,4.55,2720,2,485.095,710.6,2,0,35.98483406146377,0.0037105751391465678,1,-1,Occasional Buyers
1472,438,3,1761.9699999999998,7,221.67,3.8333333333333335,6261,2,587.3233333333333,1113.75,3,2,33.51197712389768,0.00683371298405467,0,-1,High-Value Customers
1473,250,2,537.3,4,194.07999999999998,1.6,7661,1,268.65,313.59,2,0,14.310445320416953,0.00796812749003984,1,-1,Occasional Buyers
1474,224,2,1483.74,4,370.935,2.1,3354,2,741.87,866.92,2,0,17.048234803752145,0.008888888888888889,1,1,Occasional Buyers
1475,79,2,570.1700000000001,4,182.335,1.75,6500,2,285.08500000000004,308.25,2,0,15.364494757857821,0.025,1,1,Occasional Buyers
1476,348,3,1057.25,5,177.17,2.1999999999999997,8283,3,352.4166666666667,558.68,3,1,19.84857868953404,0.008595988538681949,0,-1,High-Value Customers
1480,399,1,485.66999999999996,3,161.89,2.7,1391,1,485.66999999999996,485.66999999999996,1,0,19.543941470414786,0.0025,1,0,Occasional Buyers
1483,138,1,55.44,1,55.44,2.4,300,1,55.44,55.44,1,0,13.6970646353973,0.007194244604316547,1,0,Occasional Buyers
1484,583,2,320.45,2,160.225,4.35,7072,2,160.225,227.62,2,0,38.558573987106556,0.003424657534246575,1,-1,Occasional Buyers
1487,274,1,1779.04,4,444.76,1.5,60,1,1779.04,1779.04,1,0,6.1663107962599675,0.0036363636363636364,1,0,Occasional Buyers
1488,481,1,697.02,3,232.34,2.9,3201,1,697.02,697.02,1,0,23.407439591314315,0.002074688796680498,1,0,Occasional Buyers
1489,356,2,922.1500000000001,4,320.08500000000004,3.5999999999999996,5267,1,461.07500000000005,499.18,2,0,30.849861826307414,0.0056022408963585435,1,-1,Occasional Buyers
1491,119,2,915.04,4,228.76,1.55,4793,2,457.52,800.72,2,0,13.136436643241211,0.016666666666666666,1,1,Occasional Buyers
1492,190,2,897.65,4,165.895,3.8,5901,2,448.825,848.79,2,0,32.99557691091096,0.010471204188481676,0,1,High-Value Customers
1495,104,1,1322.04,3,440.68,1.3,1797,1,1322.04,1322.04,1,0,9.742759279541035,0.009523809523809525,1,0,Occasional Buyers
1496,227,3,2824.8999999999996,9,291.5833333333333,2.4,3126,3,941.6333333333332,1758.12,3,2,19.31479045789882,0.013157894736842105,0,-1,High-Value Customers
1498,204,2,874.77,5,182.945,4.25,5538,1,437.385,445.8,2,1,36.63316934664069,0.00975609756097561,1,-1,Occasional Buyers
1499,101,1,453.51,3,151.17,2.6,442,1,453.51,453.51,1,1,15.843281402117354,0.00980392156862745,1,4,Occasional Buyers
1500,191,1,1694.92,4,423.73,2.9,3720,1,1694.92,1694.92,1,0,23.843068412205206,0.005208333333333333,1,0,Occasional Buyers
1501,19,1,348.2,4,87.05,2.4,4384,1,348.2,348.2,1,0,20.12626777153508,0.05,1,-1,Occasional Buyers
1502,598,2,681.6999999999999,4,170.42499999999998,3.5999999999999996,3129,2,340.84999999999997,591.9,2,2,28.97563782072311,0.00333889816360601,1,-1,Occasional Buyers
1503,422,1,154.13,1,154.13,1.2,1644,1,154.13,154.13,1,0,8.886594795839367,0.002364066193853428,1,0,Occasional Buyers
1504,71,2,1036.6799999999998,6,226.92,3.75,7405,1,518.3399999999999,778.68,2,1,33.412671605525844,0.027777777777777776,0,-1,High-Value Customers
1505,146,3,883.82,8,84.74333333333333,1.9000000000000001,6654,3,294.6066666666667,750.72,3,0,16.725935088575504,0.02040816326530612,0,-1,High-Value Customers
1507,70,1,27.38,2,13.69,1.3,2897,1,27.38,27.38,1,0,10.363308959744817,0.014084507042253521,1,0,Occasional Buyers
1508,672,1,252.71999999999997,3,84.24,1.1,3854,1,252.71999999999997,252.71999999999997,1,0,9.082838914597174,0.0014858841010401188,1,0,Occasional Buyers
1509,439,2,305.76,4,127.08000000000001,3.7,2236,2,152.88,228.36,2,0,28.53769655751348,0.004545454545454545,1,-1,Occasional Buyers
1510,100,4,4728.36,14,336.4675,2.3,9380,2,1182.09,1934.92,4,0,21.036815786089683,0.039603960396039604,0,-1,High-Value Customers
1511,335,2,1730.2800000000002,5,344.37,3.1500000000000004,5515,2,865.1400000000001,1058.4,2,0,27.138535952576557,0.005952380952380952,0,6,High-Value Customers
1512,45,2,424.32,5,59.25,3.3,9145,2,212.16,407.76,2,1,30.0995372839194,0.043478260869565216,0,-1,High-Value Customers
1515,231,2,1330.34,5,328.465,2.5,5778,2,665.17,897.88,2,1,21.654964840794445,0.008620689655172414,0,3,High-Value Customers
1516,109,1,422.34,2,211.17,1.1,3089,1,422.34,422.34,1,1,8.839519006880971,0.00909090909090909,1,4,Occasional Buyers
1517,386,1,604.64,2,302.32,4.7,351,1,604.64,604.64,1,0,27.559066525311056,0.002583979328165375,1,0,Occasional Buyers
1518,116,1,732.88,4,183.22,3.6,77,1,732.88,732.88,1,1,15.68415177608253,0.008547008547008548,1,4,Occasional Buyers
1520,632,1,86.28,2,43.14,4.7,3096,1,86.28,86.28,1,0,37.77948914587406,0.001579778830963665,1,0,Occasional Buyers
1521,242,1,1449.84,4,362.46,3.8,1590,1,1449.84,1449.84,1,1,28.014048507683587,0.00411522633744856,1,-1,Occasional Buyers
1524,169,3,1426.91,6,234.79666666666665,3.3333333333333335,9219,3,475.6366666666667,963.36,3,1,30.430434388502135,0.01764705882352941,0,-1,High-Value Customers
1525,47,1,84.84,2,42.42,2.3,477,1,84.84,84.84,1,0,14.190104684730349,0.020833333333333332,1,0,Occasional Buyers
1530,87,1,515.97,3,171.99,1.5,2940,1,515.97,515.97,1,1,11.979757407830993,0.011363636363636364,1,4,Occasional Buyers
1531,52,1,1437.33,3,479.11,4.6,2300,1,1437.33,1437.33,1,1,35.60905581416268,0.018867924528301886,1,-1,Occasional Buyers
1537,346,1,397.56000000000006,3,132.52,2.5,512,1,397.56000000000006,397.56000000000006,1,1,15.600689612926924,0.002881844380403458,1,2,Occasional Buyers
1539,25,1,170.96,4,42.74,3.6,179,1,170.96,170.96,1,1,18.69464466320476,0.038461538461538464,1,-1,Occasional Buyers
1540,579,1,907.38,2,453.69,4.9,684,1,907.38,907.38,1,0,31.994152307484907,0.0017241379310344827,1,-1,Occasional Buyers
1544,219,1,416.92,4,104.23,1.6,4078,1,416.92,416.92,1,0,13.301771422908093,0.004545454545454545,1,0,Occasional Buyers
1546,11,3,2214.87,5,424.53,3.8000000000000003,1875,3,738.29,1411.92,3,2,28.640209092351448,0.25,0,-1,High-Value Customers
1547,177,1,1420.04,4,355.01,1.8,556,1,1420.04,1420.04,1,0,11.380617431869112,0.0056179775280898875,1,0,Occasional Buyers
1550,247,2,997.6700000000001,7,137.79000000000002,4.1,2705,2,498.83500000000004,683.72,2,0,32.403229915796004,0.008064516129032258,0,1,High-Value Customers
1553,592,1,376.93,1,376.93,3.6,1979,1,376.93,376.93,1,1,27.32706764527889,0.0016863406408094434,1,-1,Occasional Buyers
1555,63,4,3056.16,9,301.3675,3.425,10043,3,764.04,1496.56,4,0,31.560452716950355,0.0625,0,-1,High-Value Customers
1556,570,1,123.48,4,30.87,1.4,2112,1,123.48,123.48,1,1,10.718209624662478,0.0017513134851138354,1,-1,Occasional Buyers
1557,11,1,475.96,1,475.96,2.4,1565,1,475.96,475.96,1,1,17.655071703721795,0.08333333333333333,1,-1,Occasional Buyers
1559,275,1,1434.54,3,478.18,3.6,1551,1,1434.54,1434.54,1,0,26.45027892267539,0.0036231884057971015,1,0,Occasional Buyers
1560,703,1,890.04,4,222.51,3.5,171,1,890.04,890.04,1,1,18.016230668847086,0.0014204545454545455,1,-1,Occasional Buyers
1561,667,1,203.74,1,203.74,4.6,34,1,203.74,203.74,1,0,16.3546010828513,0.0014970059880239522,1,-1,Occasional Buyers
1562,408,2,239.36,4,83.18,2.5,4095,2,119.68,129.86,2,0,20.79441541679836,0.004889975550122249,1,1,Occasional Buyers
1563,147,3,2076.64,5,421.70666666666665,3.5666666666666664,8443,2,692.2133333333333,871.88,3,0,32.246987358653286,0.02027027027027027,0,-1,High-Value Customers
1564,137,2,1372.2,5,240.27,4.35,3497,2,686.1,1188.88,2,1,35.49576795176668,0.014492753623188406,0,3,High-Value Customers
1565,44,4,4035.07,12,341.0475,3.225,8263,3,1008.7675,1447.26,4,2,29.088416434828304,0.08888888888888889,0,-1,High-Value Customers
1566,692,1,931.88,4,232.97,2.5,4478,1,931.88,931.88,1,0,21.01788771551825,0.001443001443001443,1,0,Occasional Buyers
1568,135,1,480.33000000000004,3,160.11,3.9,3836,1,480.33000000000004,480.33000000000004,1,0,32.184539751963115,0.007352941176470588,1,0,Occasional Buyers
1569,319,2,882.65,5,215.90499999999997,4.300000000000001,2826,2,441.325,601.12,2,1,34.17197683808244,0.00625,0,3,High-Value Customers
1571,310,2,1814.3300000000002,5,289.015,2.9,6184,2,907.1650000000001,1648.4,2,0,25.316658625997107,0.006430868167202572,0,6,High-Value Customers
1573,570,2,977.5300000000001,5,198.305,2.7,7655,2,488.76500000000004,552.9300000000001,2,1,24.146761319458538,0.0035026269702276708,0,3,High-Value Customers
1574,323,2,368.58000000000004,4,92.14500000000001,2.15,7899,2,184.29000000000002,302.1,2,0,19.295428782678492,0.006172839506172839,1,1,Occasional Buyers
1576,213,1,453.84,2,226.92,3.8,3903,1,453.84,453.84,1,1,31.425076400625333,0.004672897196261682,1,2,Occasional Buyers
1577,572,1,1129.12,4,282.28,2.9,4180,1,1129.12,1129.12,1,0,24.181086620934035,0.0017452006980802793,1,0,Occasional Buyers
1579,427,1,1059.96,3,353.32,2.4,1207,1,1059.96,1059.96,1,0,17.032131308387424,0.002336448598130841,1,0,Occasional Buyers
1580,267,1,1092.0,4,273.0,1.7,3462,1,1092.0,1092.0,1,0,13.854813925484118,0.0037313432835820895,1,0,Occasional Buyers
1586,446,1,564.84,2,282.42,1.9,1167,1,564.84,564.84,1,0,13.419791510437527,0.0022371364653243847,1,0,Occasional Buyers
1587,122,1,763.42,2,381.71,2.3,2793,1,763.42,763.42,1,1,18.251027941578887,0.008130081300813009,1,7,Occasional Buyers
1592,626,1,311.96,4,77.99,3.9,2226,1,311.96,311.96,1,1,30.062801602303733,0.001594896331738437,1,2,Occasional Buyers
1593,9,1,573.84,2,286.92,3.3,176,1,573.84,573.84,1,0,17.081294117493634,0.1,1,-1,Occasional Buyers
1595,162,1,1016.12,4,254.03,3.5,786,1,1016.12,1016.12,1,0,23.33879886946091,0.006134969325153374,1,0,Occasional Buyers
1600,275,2,2280.84,8,285.105,2.8499999999999996,2145,2,1140.42,1639.2,2,1,21.863378631093333,0.007246376811594203,0,-1,High-Value Customers
1601,196,1,835.8,2,417.9,5.0,4823,1,835.8,835.8,1,0,42.40679369203511,0.005076142131979695,1,0,Occasional Buyers
1603,291,1,185.47,1,185.47,3.1,2449,1,185.47,185.47,1,1,24.191914240970195,0.003424657534246575,1,2,Occasional Buyers
1604,199,1,452.52,3,150.84,1.3,343,1,452.52,452.52,1,1,7.592834154585418,0.005,1,4,Occasional Buyers
1606,207,2,427.14,4,106.785,1.7,3382,2,213.57,284.04,2,1,13.815080886927205,0.009615384615384616,1,3,Occasional Buyers
1607,234,2,500.06000000000006,3,183.52,4.0,5325,2,250.03000000000003,266.04,2,1,34.32142306549551,0.00851063829787234,1,3,Occasional Buyers
1608,402,2,1655.8899999999999,4,387.855,2.1,993,2,827.9449999999999,1320.27,2,1,14.493648133978807,0.004962779156327543,0,3,High-Value Customers
1609,501,1,46.31,1,46.31,4.2,1411,1,46.31,46.31,1,1,30.46160215582339,0.00199203187250996,1,2,Occasional Buyers
1610,468,1,843.04,2,421.52,1.1,4304,1,843.04,843.04,1,0,9.204285658548015,0.0021321961620469083,1,0,Occasional Buyers
1611,156,2,813.3299999999999,3,306.37,3.05,3452,2,406.66499999999996,412.15,2,0,24.848346027039476,0.012738853503184714,1,1,Occasional Buyers
1612,215,4,3076.41,10,318.84000000000003,2.075,14948,3,769.1025,1341.24,4,0,19.945729350420244,0.018518518518518517,0,-1,High-Value Customers
1614,725,1,544.8,4,136.2,3.8,441,1,544.8,544.8,1,1,23.14697755189525,0.0013774104683195593,1,2,Occasional Buyers
1616,194,1,377.95,1,377.95,3.6,3201,1,377.95,377.95,1,0,29.05751121680398,0.005128205128205128,1,0,Occasional Buyers
1619,309,2,758.31,2,379.155,3.3499999999999996,4450,1,379.155,429.49,2,0,28.142961631203107,0.0064516129032258064,1,-1,Occasional Buyers
1623,465,1,1019.1299999999999,3,339.71,1.1,1129,1,1019.1299999999999,1019.1299999999999,1,1,7.732970202877025,0.002145922746781116,1,-1,Occasional Buyers
1624,446,2,1604.94,7,257.5,3.4000000000000004,2586,2,802.47,1365.18,2,0,26.718064219432502,0.0044742729306487695,0,-1,High-Value Customers
1625,190,2,492.78000000000003,4,185.04000000000002,2.35,5433,2,246.39000000000001,308.73,2,0,20.211012356467787,0.010471204188481676,1,1,Occasional Buyers
1627,447,2,2077.17,6,346.195,3.5,3722,2,1038.585,1066.1399999999999,2,0,28.77799775855451,0.004464285714285714,0,6,High-Value Customers
1632,554,1,115.5,3,38.5,1.3,2693,1,115.5,115.5,1,0,10.268417064061403,0.0018018018018018018,1,0,Occasional Buyers
1633,110,3,679.04,8,121.52333333333333,3.1333333333333333,5898,2,226.34666666666666,336.84,3,0,27.205286121876302,0.02702702702702703,0,-1,High-Value Customers
1635,296,1,974.04,3,324.68,3.2,4554,1,974.04,974.04,1,0,26.956738591020986,0.003367003367003367,1,0,Occasional Buyers
1637,82,3,2070.2400000000002,7,286.8066666666667,2.1999999999999997,6464,3,690.08,1599.88,3,1,19.303148240653105,0.03614457831325301,0,-1,High-Value Customers
1638,358,1,992.88,2,496.44,2.0,3731,1,992.88,992.88,1,0,16.44939912393447,0.002785515320334262,1,0,Occasional Buyers
1639,418,3,2504.82,7,348.3066666666667,3.1,8304,3,834.94,1244.94,3,0,27.976300368346926,0.007159904534606206,0,-1,High-Value Customers
1640,282,2,454.5,3,217.09,2.7,2679,2,227.25,413.86,2,0,21.312644598463237,0.007067137809187279,1,1,Occasional Buyers
1641,522,1,579.9300000000001,3,193.31,1.8,4440,1,579.9300000000001,579.9300000000001,1,1,15.117542739525783,0.0019120458891013384,1,4,Occasional Buyers
1642,601,1,1609.24,4,402.31,3.3,998,1,1609.24,1609.24,1,0,22.792290769540227,0.0016611295681063123,1,0,Occasional Buyers
